證券代號,證券名稱,成交股數,成交金額,開盤價,最高價,最低價,收盤價,漲跌價差,成交筆數
"1783","和康生","104006","2436798","23.45","23.55","23.30","23.50","0.2000","83"
"1786","科妍","76926","4943156","64.70","64.80","64.00","64.10","-0.6000","81"
"1789","神隆","589752","17014946","29.00","29.00","28.70","28.85","-0.1500","439"
"1795","美時","3227456","282112316","86.80","88.80","86.30","86.50","0.3000","2198"
"1802","台玻","18707897","293220433","15.60","16.00","15.30","15.95","0.6500","4800"
"1805","寶徠","31063","311945","10.10","10.10","10.00","10.10","0.0500","13"
"1806","冠軍","2287235","14934500","6.38","6.63","6.37","6.55","0.2100","729"
"1808","潤隆","287241","17756012","62.70","62.80","61.50","62.00","-0.2000","166"
"1809","中釉","729746","8629284","11.85","11.90","11.75","11.85","0.1000","323"
"1810","和成","979000","8841341","9.09","9.16","9.00","9.05","-0.0500","215"
"1817","凱撒衛","79401","2584123","32.50","32.75","32.35","32.50","0.0000","49"
"1903","士紙","316390","21223507","67.60","67.70","66.80","67.00","-0.6000","237"
"1904","正隆","3058790","97958040","31.75","32.20","31.75","32.00","0.3000","1485"
"1905","華紙","1951490","19358261","9.94","9.98","9.88","9.93","0.0100","669"
"1906","寶隆","137241","2017617","14.70","14.80","14.65","14.70","0.0000","58"
"1907","永豐餘","4496328","103064379","22.90","23.05","22.80","23.05","0.1500","1564"
"1909","榮成","2992290","50552543","17.05","17.10","16.80","17.00","0.0000","1113"
"2002","中鋼","19900893","437443296","22.00","22.00","21.90","22.00","0.0000","6277"
"2002A","中鋼特","24100","1213930","50.40","50.50","50.10","50.40","0.1000","14"
"2006","東和鋼鐵","8121990","249856608","31.40","31.40","30.40","30.90","-0.5500","4037"
"2007","燁興","6448605","47345887","6.80","7.37","6.80","7.37","0.6700","884"
"2008","高興昌","17857","232083","13.20","13.20","13.00","13.00","-0.2000","13"
"2009","第一銅","4362786","44954454","9.98","10.50","9.93","10.45","0.4600","1267"
"2010","春源","3374041","43255855","13.00","13.00","12.75","12.80","-0.2000","892"
"2012","春雨","178290","2916524","16.20","16.45","16.20","16.45","0.2500","92"
"2013","中鋼構","601716","18490170","30.75","30.95","30.65","30.70","-0.2500","303"
"2014","中鴻","11372581","119365737","10.45","10.60","10.40","10.45","0.1000","3118"
"2015","豐興","237345","13652190","57.60","57.80","57.30","57.60","-0.1000","192"
"2017","官田鋼","514007","4489060","8.69","8.79","8.69","8.73","0.0400","174"
"2020","美亞","220904","3739570","16.90","17.00","16.90","16.95","0.0500","100"
"2022","聚亨","1392068","7732693","5.58","5.61","5.43","5.60","0.0200","415"
"2023","燁輝","10012593","106346371","10.60","10.80","10.45","10.65","0.0500","2281"
"2024","志聯","63944","968803","15.05","15.25","14.90","15.25","0.2500","54"
"2025","千興","477000","1150330","2.40","2.45","2.40","2.45","0.0500","68"
"2027","大成鋼","15042330","358075930","24.05","24.05","23.65","23.75","-0.3000","5649"
"2028","威致","6401786","106020137","18.10","18.10","16.30","16.30","-1.8000","2980"
"2029","盛餘","187223","3552659","19.00","19.05","18.85","19.05","0.0000","87"
"2030","彰源","672614","7059158","10.50","10.60","10.45","10.45","-0.0500","151"
"2031","新光鋼","2534637","83077521","32.55","33.05","32.35","32.90","0.3500","1076"
"2032","新鋼","735889","7759341","10.35","10.75","10.35","10.50","0.1500","271"
"2033","佳大","493117","5328184","9.99","10.90","9.99","10.90","0.9900","176"
"2034","允強","355725","8490065","23.90","23.95","23.80","23.90","0.0000","191"
"2038","海光","18020793","207944174","11.55","12.25","10.80","10.85","-0.4000","6013"
"2049","上銀","931336","278840016","300.00","301.00","298.00","299.00","1.0000","926"
"2059","川湖","259646","74385873","285.50","288.50","285.00","285.00","0.0000","273"
"2062","橋椿","226300","5484075","24.20","24.45","24.10","24.20","-0.0500","67"
"2069","運錩","75330","1143616","15.15","15.50","15.05","15.40","0.2000","36"
"2101","南港","1382833","60893682","43.85","44.20","43.60","44.20","0.3500","551"
"2102","泰豐","7951418","154874102","19.10","20.00","18.95","19.75","0.8000","1748"
"2103","台橡","3878477","84937271","22.05","22.05","21.70","22.00","0.0500","1646"
"2104","國際中橡","6613575","145454667","21.70","22.35","21.60","22.15","0.4500","2761"
"2105","正新","15835722","679911937","42.00","43.60","42.00","43.25","1.4500","7980"
"2106","建大","6614185","233998674","34.10","36.25","34.10","36.00","1.9000","3142"
"2107","厚生","7021058","165158146","23.15","24.00","23.10","23.95","1.0500","2677"
"2108","南帝","2856094","173268882","60.70","61.10","60.30","60.70","0.3000","1785"
"2109","華豐","573377","7155640","12.30","12.65","12.20","12.55","0.2000","188"
"2114","鑫永銓","67050","5536854","82.70","82.80","82.40","82.70","0.2000","58"
"2115","六暉-KY","72890","3332476","45.70","46.00","45.45","45.80","0.1000","70"
"2201","裕隆","7318364","291314718","39.25","40.20","38.90","40.05","1.1500","3570"
"2204","中華","845389","42186558","50.00","50.20","49.45","50.00","0.3000","507"
"2206","三陽工業","5192729","144510305","28.00","28.30","27.55","27.70","-0.3000","2295"
"2207","和泰車","276594","192617843","695.00","700.00","692.00","697.00","-3.0000","320"
"2208","台船","486489","11710002","24.20","24.20","24.00","24.00","-0.1500","317"
"2227","裕日車","100730","26366482","258.50","262.50","258.50","262.00","3.5000","117"
"2228","劍麟","146140","12231934","84.60","84.60","83.20","83.50","-0.7000","121"
"2231","為升","1976482","401289023","204.50","206.50","200.00","204.50","1.0000","1615"
"2233","宇隆","598442","47362360","79.70","80.10","78.70","79.00","-0.4000","441"
"2236","百達-KY","113577","2044682","18.20","18.50","17.80","17.90","-0.2500","60"
"2239","英利-KY","765860","70551189","91.40","93.20","90.30","92.90","3.3000","626"
"2241","艾姆勒","116763","6094974","52.00","52.50","51.80","52.30","0.3000","90"
"2243","宏旭-KY","17000","194300","11.50","11.50","11.35","11.40","-0.1500","17"
"2247","汎德永業","129598","33488544","258.50","259.50","257.00","259.00","1.5000","184"
"2301","光寶科","6063909","292057546","48.50","48.55","48.00","48.00","-0.7500","3256"
"2302","麗正","2099282","42060896","19.60","20.80","19.45","19.65","0.1500","1075"
"2303","聯電","222076249","7296024325","32.15","33.20","32.10","33.05","0.9500","50632"
"2305","全友","695761","5498794","7.84","7.96","7.84","7.90","0.0600","232"
"2308","台達電","5479747","1138751763","210.00","210.50","205.00","209.00","1.0000","3304"
"2312","金寶","23762444","262044205","10.80","11.15","10.70","11.05","0.2000","3157"
"2313","華通","9713993","450009474","46.60","46.80","46.05","46.25","-0.2500","4711"
"2314","台揚","4354243","107716854","24.20","25.00","24.20","24.70","0.4500","1965"
"2316","楠梓電","503752","15352016","30.70","30.70","30.25","30.40","-0.3000","311"
"2317","鴻海","24856126","2050460680","83.30","83.30","82.10","82.50","-0.4000","11943"
"2321","東訊","26485","231554","8.70","8.80","8.70","8.80","0.0500","32"
"2323","中環","34054360","295250813","8.60","8.87","8.52","8.55","0.0900","7708"
"2324","仁寶","8951240","174638627","19.50","19.55","19.45","19.55","0.0500","2623"
"2327","國巨","17619538","7264609050","407.00","418.00","405.00","412.00","8.0000","14179"
"2328","廣宇","17953094","383523046","21.25","21.60","21.10","21.60","0.2000","6424"
"2329","華泰","4781001","57134900","11.80","12.15","11.75","12.15","0.3500","1234"
"2330","台積電","35242579","17191897556","486.00","490.00","486.00","488.00","-2.0000","30557"
"2331","精英","5878618","103643282","17.85","17.90","17.40","17.80","-0.0500","2081"
"2332","友訊","21076141","442959179","20.40","21.40","20.35","21.40","0.8500","6944"
"2337","旺宏","120920835","4269997382","34.80","35.90","34.75","35.25","0.7500","44451"
"2338","光罩","19219528","659882788","34.75","35.05","34.00","34.00","-0.8000","7726"
"2340","光磊","13427051","346106944","25.50","26.10","25.40","25.90","0.3000","4936"
"2342","茂矽","12313738","379359663","30.70","31.80","30.00","31.10","0.9500","5877"
"2344","華邦電","75062425","1328416179","17.55","17.90","17.50","17.55","0.1000","18784"
"2345","智邦","1329181","323266078","243.50","245.50","242.00","243.50","1.0000","1042"
"2347","聯強","3832769","166235490","43.50","43.60","43.10","43.30","-0.0500","1880"
"2348","海悅","242990","22687879","93.50","94.20","93.00","93.30","0.0000","211"
"2349","錸德","4819216","52001686","10.85","11.05","10.65","10.70","-0.1000","1186"
"2351","順德","3095140","215797547","68.20","71.00","67.70","70.30","2.7000","2074"
"2352","佳世達","11931091","261320101","21.60","22.00","21.60","21.90","0.4000","3934"
"2353","宏碁","16279822","370811440","22.65","22.90","22.60","22.90","0.2000","5618"
"2354","鴻準","3054654","158739193","51.60","52.20","51.50","52.10","0.6000","1894"
"2355","敬鵬","2768888","83692105","30.00","30.45","29.95","30.05","0.2500","1377"
"2356","英業達","6444819","147750009","23.05","23.05","22.85","22.90","-0.1000","2828"
"2357","華碩","3308831","823430336","250.00","251.50","248.00","248.50","-2.5000","2309"
"2358","廷鑫","114470","1684778","14.60","14.90","14.60","14.70","0.0000","78"
"2359","所羅門","313620","5717542","18.25","18.30","18.15","18.30","0.0500","138"
"2360","致茂","764060","115798058","150.00","152.50","149.50","152.50","3.0000","614"
"2362","藍天","418561","12508637","29.95","30.05","29.75","29.90","-0.2000","239"
"2363","矽統","16570468","192795868","11.35","11.80","11.35","11.75","0.4000","4981"
"2364","倫飛","245674","974017","4.00","4.00","3.90","3.95","0.0000","69"
"2365","昆盈","3218713","36641166","11.30","11.60","11.25","11.25","0.0500","958"
"2367","燿華","5995929","133054391","22.40","22.40","22.00","22.20","-0.2000","2534"
"2368","金像電","16097418","773619617","47.65","48.45","47.60","47.95","0.3500","8977"
"2369","菱生","32195663","385162827","11.75","12.30","11.65","12.05","0.5000","7297"
"2371","大同","10471209","200840308","19.30","19.35","19.05","19.10","-0.2000","2400"
"2373","震旦行","17311","1502660","87.60","87.60","86.60","86.70","0.1000","26"
"2374","佳能","658401","8873789","13.55","13.65","13.40","13.55","0.0000","338"
"2375","凱美","18189146","1132966159","61.00","64.10","61.00","62.00","1.4000","11482"
"2376","技嘉","17003852","1334827284","76.10","81.40","74.70","79.50","3.9000","10245"
"2377","微星","3923113","481338964","123.00","124.00","121.50","123.50","0.5000","2625"
"2379","瑞昱","2325221","879575342","379.00","380.50","373.50","379.50","-1.5000","2030"
"2380","虹光","435941","2708417","6.19","6.26","6.18","6.25","0.0600","227"
"2382","廣達","5415399","413150498","76.80","76.90","76.00","76.50","0.0000","2687"
"2383","台光電","3636788","565699922","155.00","157.00","153.50","156.50","1.0000","2617"
"2385","群光","1329776","114077198","85.90","86.40","85.60","85.90","0.1000","1005"
"2387","精元","4950012","344908364","68.50","70.60","68.40","69.60","0.8000","2911"
"2388","威盛","7558335","311606898","40.95","42.25","40.20","40.40","-0.6000","4219"
"2390","云辰","935143","14072989","15.10","15.20","15.00","15.05","-0.1500","439"
"2392","正崴","1926990","80798480","42.05","42.15","41.80","41.85","-0.2500","1198"
"2393","億光","1876808","70150657","37.15","37.60","37.15","37.40","0.2000","1163"
"2395","研華","901828","284942059","313.50","318.50","312.50","317.00","2.0000","792"
"2397","友通","36705","2413242","65.20","66.10","65.20","66.00","0.5000","35"
"2399","映泰","53215504","1009727671","19.00","19.40","18.35","19.20","0.1000","16730"
"2401","凌陽","18601660","288295757","15.55","15.75","15.25","15.75","0.2000","5536"
"2402","毅嘉","2430690","43366388","17.45","18.00","17.40","17.95","0.5500","1029"
"2404","漢唐","1323548","283303168","216.00","216.00","213.00","214.00","-2.0000","1140"
"2405","浩鑫","1620663","15325675","9.45","9.51","9.40","9.43","0.0300","642"
"2406","國碩","11655957","266304129","22.50","23.35","22.50","22.55","-0.2000","5635"
"2408","南亞科","17070443","1171941874","68.00","69.00","67.70","68.80","1.0000","7930"
"2409","友達","91922844","1036430589","11.30","11.40","11.15","11.30","0.0500","11654"
"2412","中華電","7353752","804992416","110.00","110.00","109.00","109.50","-0.5000","3321"
"2413","環科","521074","9952907","18.95","19.30","18.80","19.25","0.4500","282"
"2414","精技","88262","2247743","25.50","25.50","25.40","25.45","0.0000","60"
"2415","錩新","101000","1624850","16.05","16.25","16.00","16.05","0.0000","67"
"2417","圓剛","7308410","424490091","58.90","59.30","57.60","57.70","-1.2000","4346"
"2419","仲琦","1341993","30181292","22.30","22.65","22.25","22.50","0.3000","630"
"2420","新巨","292002","9691766","33.30","33.30","33.05","33.25","0.0500","181"
"2421","建準","1493120","80134710","53.50","53.90","53.30","53.80","0.3000","1117"
"2423","固緯","406050","9398380","23.20","23.30","23.00","23.30","0.1000","219"
"2424","隴華","10360","194002","19.00","19.00","18.65","18.65","-0.3500","11"
"2425","承啟","5253001","168131603","32.50","33.10","31.40","31.50","-1.1500","2702"
"2426","鼎元","2445265","40031057","16.55","16.55","16.30","16.40","-0.1500","914"
"2427","三商電","369101","3955980","10.70","10.80","10.65","10.70","0.0000","66"
"2428","興勤","1383040","193510385","139.00","141.50","138.00","141.50","2.0000","1020"
"2429","銘旺科","576125","11706449","18.95","20.40","18.95","20.40","1.8500","242"
"2430","燦坤","265713","4996570","18.95","18.95","18.60","18.75","-0.1500","120"
"2431","聯昌","705869","7905865","11.05","11.35","11.05","11.20","0.1500","297"
"2433","互盛電","27071","1373221","50.70","50.80","50.60","50.80","0.1000","25"
"2434","統懋","6528","171028","26.25","26.30","26.25","26.30","0.0500","13"
"2436","偉詮電","3495600","116023356","32.95","33.75","32.85","32.95","0.0000","1846"
"2438","翔耀","38723","241703","6.25","6.39","6.18","6.39","0.1300","25"
"2439","美律","2069239","292299239","143.00","143.00","140.50","141.00","-1.5000","1391"
"2440","太空梭","226042","2677484","11.75","12.05","11.75","11.75","0.1000","120"
"2441","超豐","1362823","70739126","51.80","52.30","51.30","52.10","0.3000","768"
"2443","億麗","2107894","6521437","3.06","3.41","3.06","3.30","-0.1000","335"
"2444","兆勁","284952","4042766","14.30","14.30","14.10","14.30","0.0500","123"
"2448","晶電","24475912","938141471","38.35","38.80","38.00","38.00","0.0500","10437"
"2449","京元電子","7468144","241895680","32.30","32.50","32.20","32.50","0.1500","3912"
"2450","神腦","17572","507623","28.85","28.95","28.85","28.95","0.0000","36"
"2451","創見","2185982","143453193","64.60","66.00","64.60","66.00","1.6000","1466"
"2453","凌群","133000","2241700","16.90","16.90","16.80","16.85","-0.0500","76"
"2454","聯發科","11660336","8660917741","732.00","754.00","723.00","747.00","14.0000","10207"
"2455","全新","2826517","258327165","91.30","92.00","90.50","91.60","0.5000","2210"
"2456","奇力新","54475463","6963041157","122.00","133.00","121.50","127.00","5.5000","32084"
"2457","飛宏","2391019","28476500","11.95","12.10","11.80","11.85","-0.1000","849"
"2458","義隆","2122798","279143076","131.50","132.50","131.00","131.00","-0.5000","1817"
"2459","敦吉","481703","22480872","47.35","47.35","46.40","46.75","-0.5500","266"
"2460","建通","538127","7530223","14.00","14.20","13.85","13.95","-0.2000","197"
"2461","光群雷","3221451","55239243","16.90","17.40","16.85","17.30","0.4000","1229"
"2462","良得電","99541","2682066","26.90","27.05","26.85","27.05","0.1500","362"
"2464","盟立","528593","21995226","41.65","42.00","41.45","41.75","0.0500","351"
"2465","麗臺","9227404","189883805","20.30","22.00","19.60","21.45","0.3500","4206"
"2466","冠西電","78310","2400787","30.60","30.90","30.50","30.90","0.3500","52"
"2467","志聖","1987518","69143715","34.55","35.45","33.95","35.35","0.8000","1290"
"2468","華經","24265","318498","13.10","13.20","13.05","13.15","-0.0500","18"
"2471","資通","387600","8682538","22.40","22.50","22.25","22.35","0.2000","213"
"2472","立隆電","3804314","223252882","57.90","59.70","57.80","58.20","0.6000","2426"
"2474","可成","3148303","604625674","192.50","193.00","191.00","193.00","1.0000","2508"
"2476","鉅祥","80515","1548889","19.20","19.30","19.15","19.25","0.0500","59"
"2477","美隆電","384883","12475255","32.50","32.80","31.95","32.45","-0.0500","220"
"2478","大毅","10294219","754750293","72.00","74.80","71.70","72.80","1.6000","6548"
"2480","敦陽科","362434","24641641","68.00","68.20","67.70","67.90","0.2000","275"
"2481","強茂","19751863","794436538","39.30","40.80","39.20","40.40","1.4000","10531"
"2482","連宇","63209","640239","10.15","10.20","10.10","10.10","-0.0500","79"
"2483","百容","30106","575345","19.10","19.15","19.05","19.15","0.0000","22"
"2484","希華","3079570","67081565","21.40","22.00","21.30","22.00","0.7500","1276"
"2485","兆赫","950363","17824511","18.85","18.90","18.65","18.75","-0.0500","496"
"2486","一詮","13762317","225407865","16.75","16.90","16.10","16.20","-0.5500","4779"
"2488","漢平","191416","5700316","29.90","30.00","29.40","29.80","0.0500","133"
"2489","瑞軒","3768358","41341997","11.05","11.05","10.90","11.00","0.0500","1208"
"2491","吉祥全","101950","899523","8.84","8.90","8.75","8.77","-0.0500","42"
"2492","華新科","22887366","4436962467","190.00","198.00","189.50","191.50","2.5000","15336"
"2493","揚博","194399","6471887","33.50","33.50","33.15","33.40","0.2500","133"
"2495","普安","165594","2106745","12.75","12.80","12.65","12.75","-0.0500","82"
"2496","卓越","29179","1735451","59.80","59.80","59.00","59.60","-0.2000","18"
"2497","怡利電","1697237","42629995","25.90","26.35","24.70","24.80","-1.3500","1088"
"2498","宏達電","16198393","491567578","29.55","30.90","29.55","30.45","0.9500","7783"
"2501","國建","540243","10848551","20.00","20.20","20.00","20.05","-0.1500","292"
"2504","國產","11921259","313880152","26.50","27.10","26.05","26.25","-0.2500","4390"
"2505","國揚","2656648","65555779","24.80","24.85","24.60","24.65","-0.2000","1292"
"2506","太設","704679","6897346","9.70","9.83","9.70","9.82","0.1300","145"
"2509","全坤建","37289","717084","19.15","19.30","19.15","19.25","0.0000","29"
"2511","太子","866099","9447099","10.95","10.95","10.85","10.90","-0.0500","262"
"2514","龍邦","275328","3720816","13.60","13.60","13.45","13.50","-0.1000","131"
"2515","中工","2695417","20668863","7.66","7.70","7.65","7.68","0.0000","662"
"2516","新建","138021","698736","5.05","5.10","5.04","5.09","0.0700","82"
"2520","冠德","4385117","154232359","36.05","36.05","34.95","35.05","-0.8000","2428"
"2524","京城","108134","4155995","38.35","38.75","38.30","38.75","0.6000","70"
"2527","宏璟","231000","4204000","18.10","18.30","18.10","18.25","0.1500","137"
"2528","皇普","104198","2675758","25.95","25.95","25.65","25.65","0.0000","52"
"2530","華建","977957","14241122","14.65","14.65","14.45","14.45","-0.2000","338"
"2534","宏盛","560819","9771560","17.45","17.45","17.40","17.40","-0.0500","293"
"2535","達欣工","2310908","61290668","26.75","26.75","26.40","26.50","-0.2500","1159"
"2536","宏普","226049","5328103","23.60","23.60","23.50","23.55","0.0000","130"
"2537","聯上發","1145620","11304441","9.93","9.96","9.81","9.85","-0.0400","403"
"2538","基泰","326451","3212787","9.85","9.89","9.79","9.87","0.0100","115"
"2539","櫻花建","105862","3299569","31.25","31.25","31.05","31.25","0.0000","78"
"2540","愛山林","302783","20849196","68.00","71.00","67.90","67.90","-0.1000","228"
"2542","興富發","1347188","58130910","43.15","43.25","43.05","43.25","0.1000","935"
"2543","皇昌","18988","132132","6.94","6.98","6.94","6.95","0.0200","17"
"2545","皇翔","230200","9055940","39.60","39.60","39.20","39.45","-0.3500","105"
"2546","根基","58215","2799847","48.35","48.35","47.85","48.20","-0.1000","67"
"2547","日勝生","739024","7808796","10.60","10.65","10.50","10.55","-0.0500","318"
"2548","華固","382076","33627840","88.10","88.30","87.80","87.80","-0.5000","352"
"2597","潤弘","74010","4652326","62.70","63.00","62.60","63.00","0.4000","53"
"2601","益航","2294388","21095304","9.24","9.28","9.14","9.24","-0.0100","719"
"2603","長榮","165711198","3684665022","21.80","22.70","21.70","22.55","0.6000","32781"
"2605","新興","2924265","43952159","15.15","15.20","14.95","15.10","-0.0500","980"
"2606","裕民","1838693","54993352","30.05","30.10","29.80","29.95","-0.0500","824"
"2607","榮運","1388691","20719968","14.95","15.00","14.85","15.00","0.0000","366"
"2608","嘉里大榮","542389","22216166","40.80","41.00","40.80","41.00","0.4000","265"
"2609","陽明","35197134","447781386","12.70","12.85","12.55","12.80","0.0500","6933"
"2610","華航","17754280","161713974","9.14","9.18","9.08","9.10","-0.0400","4494"
"2611","志信","568220","4128195","7.20","7.30","7.20","7.29","0.1000","141"
"2612","中航","240100","6459311","27.00","27.20","26.70","27.00","0.0000","136"
"2613","中櫃","1503989","27547212","17.95","19.00","17.70","19.00","1.0500","564"
"2614","東森","2102617","36630895","17.35","17.50","17.35","17.45","0.1000","796"
"2615","萬海","27322021","1021973202","37.20","38.00","36.75","36.75","-0.7000","11391"
"2616","山隆","111388","3460577","31.10","31.15","31.00","31.10","0.1000","102"
"2617","台航","775418","13381239","17.40","17.40","17.20","17.30","0.0000","265"
"2618","長榮航","22128816","278230682","12.60","12.70","12.45","12.60","0.0000","5514"
"2630","亞航","39298","623647","15.95","15.95","15.80","15.85","-0.1000","21"
"2633","台灣高鐵","8068807","252734147","31.50","31.50","31.15","31.40","-0.0500","2934"
"2634","漢翔","1750849","50585780","29.00","29.10","28.65","28.90","-0.1000","1085"
"2636","台驊投控","2312576","86979141","37.75","38.15","37.20","37.55","-0.3000","1204"
"2637","慧洋-KY","1389100","30800474","22.15","22.30","22.05","22.30","0.1500","805"
"2642","宅配通","169695","5768249","34.20","34.20","33.85","33.90","-0.2500","135"
"2701","萬企","34445","406494","11.80","11.85","11.80","11.80","0.0000","14"
"2702","華園","141001","2345151","16.70","16.80","16.40","16.60","0.3500","115"
"2704","國賓","204025","6122679","30.15","30.20","29.90","29.95","-0.1500","100"
"2705","六福","367114","8122004","22.40","22.40","22.00","22.10","-0.1000","226"
"2706","第一店","69626","962900","13.80","13.85","13.80","13.85","0.0500","71"
"2707","晶華","226605","31372925","139.50","139.50","138.00","138.50","-0.5000","203"
"2712","遠雄來","1000","48200","48.20","48.20","48.20","48.20","-0.1500","1"
"2722","夏都","16128","444939","27.55","27.75","27.50","27.65","0.1000","14"
"2723","美食-KY","3557559","513848047","149.50","149.50","141.00","143.00","-6.5000","2706"
"2727","王品","4625674","549032366","120.50","122.00","116.00","118.00","-4.0000","3595"
"2731","雄獅","153283","11226278","73.50","73.50","73.00","73.20","-0.3000","131"
"2739","寒舍","47200","1199300","25.40","25.50","25.40","25.40","0.0000","32"
"2748","雲品","60162","2543151","42.10","43.00","41.95","42.45","0.4000","61"
"2801","彰銀","5053655","89889057","17.90","17.90","17.75","17.80","-0.1500","1837"
"2809","京城銀","812812","31596176","38.90","39.00","38.70","38.95","0.0500","576"
"2812","台中銀","2104008","23117553","11.00","11.00","10.95","11.00","0.0000","752"
"2816","旺旺保","97148","1930086","19.90","19.95","19.85","19.90","0.0000","64"
"2820","華票","416517","6201991","14.85","14.95","14.80","14.95","0.1000","235"
"2823","中壽","9260878","188287880","20.50","20.50","20.15","20.40","-0.1000","2607"
"2832","台產","30084","605212","20.15","20.15","20.10","20.15","0.0000","50"
"2834","臺企銀","6658904","65747447","9.86","9.89","9.85","9.89","0.0400","1751"
"2836","高雄銀","452664","4618021","10.20","10.25","10.15","10.25","0.0000","130"
"2838","聯邦銀","549150","5688250","10.40","10.40","10.30","10.40","0.0000","270"
"2838A","聯邦銀甲特","85000","4435800","52.30","52.30","52.10","52.30","0.0000","24"
"2841","台開","1292440","9604233","7.44","7.53","7.40","7.42","-0.0200","476"
"2845","遠東銀","2366021","25586677","10.80","10.85","10.75","10.85","0.0500","628"
"2849","安泰銀","66665","1027224","15.50","15.50","15.35","15.45","-0.0500","45"
"2850","新產","162345","6268640","38.60","38.70","38.50","38.70","0.1500","52"
"2851","中再保","267605","5905288","22.10","22.15","22.00","22.10","-0.1000","124"
"2852","第一保","80269","1042331","13.05","13.05","12.95","13.05","0.0000","40"
"2855","統一證","1132227","17298978","15.25","15.35","15.25","15.35","0.1500","548"
"2867","三商壽","4611774","38875928","8.48","8.49","8.40","8.43","-0.0700","1384"
"2880","華南金","10074916","185021128","18.55","18.55","18.25","18.40","-0.1500","3778"
"2881","富邦金","20322119","907659116","45.10","45.15","44.35","44.90","-0.3500","7309"
"2881A","富邦特","270291","16708551","62.20","62.20","61.80","61.80","-0.1000","88"
"2881B","富邦金乙特","218533","13531036","62.00","62.10","61.90","62.00","0.0000","102"
"2882","國泰金","20391909","839137610","41.50","41.50","41.00","41.30","-0.2000","7029"
"2882A","國泰特","31109","1928606","62.00","62.00","62.00","62.00","0.0000","14"
"2882B","國泰金乙特","8430","528430","62.70","62.70","62.70","62.70","0.0000","16"
"2883","開發金","23699817","204706927","8.69","8.69","8.61","8.64","-0.0500","4867"
"2884","玉山金","39712488","1008072351","25.60","25.60","25.25","25.35","-0.3000","18327"
"2885","元大金","23798454","452559526","19.00","19.05","18.90","19.05","0.1000","6056"
"2886","兆豐金","12723407","376256281","29.60","29.65","29.50","29.55","-0.0500","4464"
"2887","台新金","10913754","144874910","13.30","13.35","13.20","13.30","0.0000","2294"
"2887E","台新戊特","30063","1590315","52.90","52.90","52.90","52.90","0.0000","10"
"2887F","台新戊特二","74082","3798280","51.20","51.30","51.20","51.30","0.1000","84"
"2888","新光金","26058272","223188894","8.60","8.61","8.54","8.58","-0.0400","4060"
"2888A","新光金甲特","40782","1781274","43.70","43.70","43.60","43.70","-0.0500","28"
"2888B","新光金乙特","262829","11049084","42.10","42.10","42.00","42.05","-0.0500","128"
"2889","國票金","2303244","27509458","11.95","12.00","11.90","12.00","0.0000","788"
"2890","永豐金","16929957","190288506","11.30","11.35","11.20","11.25","-0.0500","3632"
"2891","中信金","27423502","535425055","19.65","19.70","19.45","19.55","-0.0500","7492"
"2891B","中信金乙特","11884","764493","64.30","64.50","64.30","64.50","0.0000","17"
"2891C","中信金丙特","2896","180316","62.20","62.30","62.20","62.30","0.0000","13"
"2892","第一金","13300781","287035393","21.75","21.75","21.50","21.60","-0.1000","4235"
"2897","王道銀行","1530068","10095218","6.60","6.61","6.58","6.60","-0.0100","413"
"2897A","王道銀甲特","9060","91956","10.15","10.15","10.15","10.15","0.0000","4"
"2901","欣欣","125413","3036616","24.20","24.50","24.10","24.20","-0.2500","52"
"2903","遠百","936080","22967104","24.50","24.65","24.35","24.65","0.0000","422"
"2904","匯僑","94001","2355175","25.25","25.25","24.95","25.20","-0.0500","48"
"2905","三商","732485","15239694","21.00","21.00","20.75","20.75","-0.1500","461"
"2906","高林","1889618","27878134","14.90","14.95","14.60","14.85","-0.0500","502"
"2908","特力","93264","2497721","26.95","26.95","26.70","26.80","0.0000","58"
"2910","統領","11000","390400","35.50","35.60","35.30","35.50","0.0500","7"
"2911","麗嬰房","187085","1228588","6.60","6.60","6.54","6.56","0.0000","116"
"2912","統一超","1008221","274069590","271.00","272.00","270.50","272.00","1.0000","892"
"2913","農林","522049","8852805","17.10","17.10","16.90","17.00","-0.0500","220"
"2915","潤泰全","940723","64814494","69.20","69.20","68.70","68.80","-0.2000","588"
"2923","鼎固-KY","132145","3320639","25.10","25.30","25.05","25.30","0.3000","78"
"2929","淘帝-KY","939362","31358043","34.05","34.05","33.15","33.25","-0.9000","629"
"2936","客思達-KY","19000","422850","22.30","22.30","22.15","22.30","0.0500","13"
"2939","凱羿-KY","2443392","161398105","71.00","73.00","63.90","63.90","-7.1000","1522"
"3002","歐格","140000","1731050","12.45","12.45","12.30","12.35","-0.0500","83"
"3003","健和興","3168150","135402890","42.05","43.30","41.65","42.60","0.8000","1598"
"3004","豐達科","153448","8364949","54.70","54.90","54.30","54.50","-0.2000","112"
"3005","神基","484107","23238580","48.15","48.20","47.90","47.95","-0.1500","332"
"3006","晶豪科","38222961","1749096627","43.35","46.65","43.30","46.65","4.2000","12646"
"3008","大立光","991719","3445523700","3530.00","3545.00","3445.00","3460.00","-85.0000","5004"
"3010","華立","3402021","251051351","74.90","74.90","73.10","73.40","-1.6000","2231"
"3011","今皓","109603","683434","6.23","6.25","6.19","6.23","0.0300","50"
"3013","晟銘電","82899","1076500","13.00","13.05","12.95","13.00","0.0000","53"
